Region,Indicator,Year,value
 Selenge, Physiotherapists,2018,8.0
 Selenge, Physiotherapists,2017,8.0
 Selenge, Physiotherapists,2016,7.0
 Selenge, Physiotherapists,2015,6.0
 Selenge, Palliative care,2025,2.0
 Selenge, Palliative care,2024,0.0
 Selenge, Palliative care,2023,0.0
 Selenge, Palliative care,2022,0.0
 Selenge, Palliative care,2021,0.0
 Selenge, Palliative care,2020,1.0
 Selenge, Palliative care,2019,0.0
 Selenge, Palliative care,2018,1.0
 Selenge, Palliative care,2017,0.0
 Selenge, Palliative care,2016,0.0
 Selenge, Palliative care,2015,1.0
 Selenge, Elderly,2025,
 Selenge, Elderly,2024,0.0
 Selenge, Elderly,2023,0.0
 Selenge, Elderly,2022,0.0
 Selenge, Elderly,2021,0.0
 Selenge, Elderly,2020,0.0
 Selenge, Elderly,2019,0.0
 Selenge, Elderly,2018,1.0
 Selenge, Elderly,2017,1.0
 Selenge, Elderly,2016,3.0
 Selenge, Elderly,2015,3.0
 Selenge, Traditional medicine doctor,2025,22.0
 Selenge, Traditional medicine doctor,2024,24.0
 Selenge, Traditional medicine doctor,2023,23.0
 Selenge, Traditional medicine doctor,2022,25.0
 Selenge, Traditional medicine doctor,2021,18.0
 Selenge, Traditional medicine doctor,2020,21.0
 Selenge, Traditional medicine doctor,2019,15.0
 Selenge, Traditional medicine doctor,2018,13.0
 Selenge, Traditional medicine doctor,2017,16.0
 Selenge, Traditional medicine doctor,2016,7.0
 Selenge, Traditional medicine doctor,2015,8.0
 Selenge, Dentist & stamatologist,2025,6.0
 Selenge, Dentist & stamatologist,2024,7.0
 Selenge, Dentist & stamatologist,2023,7.0
 Selenge, Dentist & stamatologist,2022,7.0
 Selenge, Dentist & stamatologist,2021,4.0
 Selenge, Dentist & stamatologist,2020,4.0
 Selenge, Dentist & stamatologist,2019,6.0
 Selenge, Dentist & stamatologist,2018,6.0
 Selenge, Dentist & stamatologist,2017,4.0
 Selenge, Dentist & stamatologist,2016,5.0
 Selenge, Dentist & stamatologist,2015,3.0
 Selenge, Other,2025,63.0
 Selenge, Other,2024,82.0
 Selenge, Other,2023,52.0
 Selenge, Other,2022,60.0
 Selenge, Other,2021,61.0
 Selenge, Other,2020,55.0
 Selenge, Other,2019,48.0
 Selenge, Other,2018,11.0
 Selenge, Other,2017,7.0
 Selenge, Other,2016,9.0
 Selenge, Other,2015,11.0
 Tuv,Nurses-Total,2025,303.0
 Tuv,Nurses-Total,2024,299.0
 Tuv,Nurses-Total,2023,302.0
 Tuv,Nurses-Total,2022,316.0
 Tuv,Nurses-Total,2021,311.0
 Tuv,Nurses-Total,2020,303.0
 Tuv,Nurses-Total,2019,297.0
 Tuv,Nurses-Total,2018,291.0
 Tuv,Nurses-Total,2017,295.0
 Tuv,Nurses-Total,2016,295.0
 Tuv,Nurses-Total,2015,281.0
 Tuv, General practitioners,2025,166.0
 Tuv, General practitioners,2024,166.0
 Tuv, General practitioners,2023,167.0
 Tuv, General practitioners,2022,149.0
 Tuv, General practitioners,2021,154.0
 Tuv, General practitioners,2020,173.0
 Tuv, General practitioners,2019,153.0
 Tuv, General practitioners,2018,171.0
 Tuv, General practitioners,2017,176.0
 Tuv, General practitioners,2016,167.0
 Tuv, General practitioners,2015,155.0
 Tuv, Basic and specialized,2025,122.0
 Tuv, Basic and specialized,2024,107.0
 Tuv, Basic and specialized,2023,113.0
 Tuv, Basic and specialized,2022,142.0
 Tuv, Basic and specialized,2021,137.0
 Tuv, Basic and specialized,2020,117.0
 Tuv, Basic and specialized,2019,129.0
 Tuv, Basic and specialized,2018,107.0
 Tuv, Basic and specialized,2017,106.0
 Tuv, Basic and specialized,2016,113.0
 Tuv, Basic and specialized,2015,114.0
 Tuv, Internists,2025,0.0
 Tuv, Internists,2024,0.0
 Tuv, Internists,2023,0.0
 Tuv, Internists,2022,0.0
 Tuv, Internists,2021,0.0
 Tuv, Internists,2020,0.0
 Tuv, Internists,2019,8.0
 Tuv, Internists,2018,10.0
 Tuv, Internists,2017,13.0
 Tuv, Internists,2016,12.0
 Tuv, Internists,2015,11.0
 Tuv, Pediatrics,2025,12.0
 Tuv, Pediatrics,2024,20.0
 Tuv, Pediatrics,2023,17.0
 Tuv, Pediatrics,2022,13.0
 Tuv, Pediatrics,2021,12.0
 Tuv, Pediatrics,2020,10.0
 Tuv, Pediatrics,2019,10.0
 Tuv, Pediatrics,2018,21.0
 Tuv, Pediatrics,2017,15.0
 Tuv, Pediatrics,2016,20.0
 Tuv, Pediatrics,2015,19.0
 Tuv, Surgical,2025,6.0
 Tuv, Surgical,2024,7.0
 Tuv, Surgical,2023,13.0
 Tuv, Surgical,2022,13.0
 Tuv, Surgical,2021,13.0
 Tuv, Surgical,2020,12.0
 Tuv, Surgical,2019,10.0
 Tuv, Surgical,2018,9.0
 Tuv, Surgical,2017,11.0
 Tuv, Surgical,2016,13.0
 Tuv, Surgical,2015,14.0
 Tuv, Traumotologists,2025,0.0
 Tuv, Traumotologists,2024,2.0
 Tuv, Traumotologists,2023,0.0
 Tuv, Traumotologists,2022,2.0
 Tuv, Traumotologists,2021,2.0
 Tuv, Traumotologists,2020,1.0
 Tuv, Traumotologists,2019,1.0
 Tuv, Traumotologists,2018,1.0
 Tuv, Traumotologists,2017,0.0
 Tuv, Traumotologists,2016,0.0
 Tuv, Traumotologists,2015,0.0
 Tuv, Сэхээн амьдруулахын,2025,
 Tuv, Сэхээн амьдруулахын,2024,0.0
 Tuv, Сэхээн амьдруулахын,2023,5.0
 Tuv, Сэхээн амьдруулахын,2022,5.0
 Tuv, Сэхээн амьдруулахын,2021,0.0
 Tuv, Сэхээн амьдруулахын,2020,4.0
 Tuv, Сэхээн амьдруулахын,2019,0.0
 Tuv, Сэхээн амьдруулахын,2018,2.0
 Tuv, Сэхээн амьдруулахын,2017,4.0
 Tuv, Сэхээн амьдруулахын,2016,5.0
 Tuv, Сэхээн амьдруулахын,2015,5.0
 Tuv, Anaesthesiologists,2025,10.0
 Tuv, Anaesthesiologists,2024,11.0
 Tuv, Anaesthesiologists,2023,3.0
 Tuv, Anaesthesiologists,2022,2.0
 Tuv, Anaesthesiologists,2021,7.0
 Tuv, Anaesthesiologists,2020,2.0
 Tuv, Anaesthesiologists,2019,6.0
 Tuv, Anaesthesiologists,2018,4.0
 Tuv, Anaesthesiologists,2017,3.0
 Tuv, Anaesthesiologists,2016,2.0
 Tuv, Anaesthesiologists,2015,3.0
 Tuv, Neurologists,2025,5.0
 Tuv, Neurologists,2024,6.0
 Tuv, Neurologists,2023,8.0
 Tuv, Neurologists,2022,11.0
 Tuv, Neurologists,2021,7.0
 Tuv, Neurologists,2020,5.0
 Tuv, Neurologists,2019,4.0
 Tuv, Neurologists,2018,4.0
 Tuv, Neurologists,2017,8.0
 Tuv, Neurologists,2016,6.0
 Tuv, Neurologists,2015,7.0
 Tuv, Obstetrics & gynecologists,2025,0.0
 Tuv, Obstetrics & gynecologists,2024,0.0
 Tuv, Obstetrics & gynecologists,2023,0.0
 Tuv, Obstetrics & gynecologists,2022,0.0
 Tuv, Obstetrics & gynecologists,2021,8.0
 Tuv, Obstetrics & gynecologists,2020,0.0
 Tuv, Obstetrics & gynecologists,2019,2.0
 Tuv, Obstetrics & gynecologists,2018,2.0
 Tuv, Obstetrics & gynecologists,2017,3.0
 Tuv, Obstetrics & gynecologists,2016,3.0
 Tuv, Obstetrics & gynecologists,2015,3.0
 Tuv, Oncologists,2025,2.0
 Tuv, Oncologists,2024,1.0
 Tuv, Oncologists,2023,1.0
 Tuv, Oncologists,2022,2.0
 Tuv, Oncologists,2021,2.0
 Tuv, Oncologists,2020,2.0
 Tuv, Oncologists,2019,3.0
 Tuv, Oncologists,2018,1.0
 Tuv, Oncologists,2017,1.0
 Tuv, Oncologists,2016,1.0
 Tuv, Oncologists,2015,1.0
 Tuv, Psychiatrists,2025,1.0
 Tuv, Psychiatrists,2024,1.0
 Tuv, Psychiatrists,2023,1.0
 Tuv, Psychiatrists,2022,1.0
 Tuv, Psychiatrists,2021,1.0
 Tuv, Psychiatrists,2020,1.0
 Tuv, Psychiatrists,2019,1.0
 Tuv, Psychiatrists,2018,1.0
 Tuv, Psychiatrists,2017,1.0
 Tuv, Psychiatrists,2016,1.0
 Tuv, Psychiatrists,2015,1.0
 Tuv, Ophtalmologists,2025,3.0
 Tuv, Ophtalmologists,2024,3.0
 Tuv, Ophtalmologists,2023,2.0
 Tuv, Ophtalmologists,2022,1.0
 Tuv, Ophtalmologists,2021,1.0
 Tuv, Ophtalmologists,2020,1.0
 Tuv, Ophtalmologists,2019,1.0
 Tuv, Ophtalmologists,2018,1.0
 Tuv, Ophtalmologists,2017,1.0
 Tuv, Ophtalmologists,2016,1.0
 Tuv, Ophtalmologists,2015,1.0
 Tuv, Otorhinolaryngologists,2025,2.0
 Tuv, Otorhinolaryngologists,2024,2.0
 Tuv, Otorhinolaryngologists,2023,1.0
 Tuv, Otorhinolaryngologists,2022,1.0
 Tuv, Otorhinolaryngologists,2021,1.0
 Tuv, Otorhinolaryngologists,2020,1.0
 Tuv, Otorhinolaryngologists,2019,1.0
 Tuv, Otorhinolaryngologists,2018,1.0
 Tuv, Otorhinolaryngologists,2017,1.0
 Tuv, Otorhinolaryngologists,2016,1.0
 Tuv, Otorhinolaryngologists,2015,1.0
 Tuv, Dermatologists,2025,1.0
 Tuv, Dermatologists,2024,1.0
 Tuv, Dermatologists,2023,1.0
 Tuv, Dermatologists,2022,1.0
 Tuv, Dermatologists,2021,1.0
 Tuv, Dermatologists,2020,1.0
 Tuv, Dermatologists,2019,1.0
 Tuv, Dermatologists,2018,1.0
 Tuv, Dermatologists,2017,1.0
 Tuv, Dermatologists,2016,1.0
 Tuv, Dermatologists,2015,1.0
 Tuv, Infections,2025,28.0
 Tuv, Infections,2024,21.0
 Tuv, Infections,2023,27.0
 Tuv, Infections,2022,26.0
 Tuv, Infections,2021,24.0
 Tuv, Infections,2020,17.0
 Tuv, Infections,2019,21.0
 Tuv, Infections,2018,13.0
 Tuv, Infections,2017,13.0
 Tuv, Infections,2016,15.0
 Tuv, Infections,2015,13.0
 Tuv, Tuberculosis,2025,
 Tuv, Tuberculosis,2024,0.0
 Tuv, Tuberculosis,2023,0.0
 Tuv, Tuberculosis,2022,0.0
 Tuv, Tuberculosis,2021,0.0
 Tuv, Tuberculosis,2020,0.0
 Tuv, Tuberculosis,2019,0.0
 Tuv, Tuberculosis,2018,6.0
 Tuv, Tuberculosis,2017,7.0
 Tuv, Tuberculosis,2016,7.0
 Tuv, Tuberculosis,2015,6.0
 Tuv, HIV/Venerology,2025,
 Tuv, HIV/Venerology,2024,0.0
 Tuv, HIV/Venerology,2023,0.0
 Tuv, HIV/Venerology,2022,0.0
 Tuv, HIV/Venerology,2021,0.0
 Tuv, HIV/Venerology,2020,0.0
 Tuv, HIV/Venerology,2019,0.0
 Tuv, HIV/Venerology,2018,1.0
 Tuv, HIV/Venerology,2017,1.0
 Tuv, HIV/Venerology,2016,1.0
 Tuv, HIV/Venerology,2015,1.0
 Tuv, Physiotherapists,2025,19.0
 Tuv, Physiotherapists,2024,21.0
 Tuv, Physiotherapists,2023,21.0
 Tuv, Physiotherapists,2022,16.0
 Tuv, Physiotherapists,2021,16.0
 Tuv, Physiotherapists,2020,13.0
 Tuv, Physiotherapists,2019,14.0
 Tuv, Physiotherapists,2018,17.0
 Tuv, Physiotherapists,2017,12.0
 Tuv, Physiotherapists,2016,10.0
 Tuv, Physiotherapists,2015,11.0
 Tuv, Palliative care,2025,2.0
 Tuv, Palliative care,2024,0.0
 Tuv, Palliative care,2023,1.0
 Tuv, Palliative care,2022,1.0
 Tuv, Palliative care,2021,1.0
 Tuv, Palliative care,2020,1.0
 Tuv, Palliative care,2019,0.0
 Tuv, Palliative care,2018,0.0
 Tuv, Palliative care,2017,0.0
 Tuv, Palliative care,2016,0.0
 Tuv, Palliative care,2015,0.0
 Tuv, Elderly,2025,
 Tuv, Elderly,2024,0.0
 Tuv, Elderly,2023,0.0
 Tuv, Elderly,2022,0.0
 Tuv, Elderly,2021,0.0
 Tuv, Elderly,2020,0.0
 Tuv, Elderly,2019,0.0
 Tuv, Elderly,2018,0.0
 Tuv, Elderly,2017,0.0
 Tuv, Elderly,2016,0.0
 Tuv, Elderly,2015,0.0
 Tuv, Traditional medicine doctor,2025,12.0
 Tuv, Traditional medicine doctor,2024,21.0
 Tuv, Traditional medicine doctor,2023,20.0
 Tuv, Traditional medicine doctor,2022,22.0
 Tuv, Traditional medicine doctor,2021,17.0
 Tuv, Traditional medicine doctor,2020,11.0
 Tuv, Traditional medicine doctor,2019,11.0
 Tuv, Traditional medicine doctor,2018,11.0
 Tuv, Traditional medicine doctor,2017,10.0
 Tuv, Traditional medicine doctor,2016,12.0
 Tuv, Traditional medicine doctor,2015,9.0
 Tuv, Dentist & stamatologist,2025,3.0
 Tuv, Dentist & stamatologist,2024,5.0
 Tuv, Dentist & stamatologist,2023,2.0
 Tuv, Dentist & stamatologist,2022,3.0
 Tuv, Dentist & stamatologist,2021,3.0
 Tuv, Dentist & stamatologist,2020,2.0
 Tuv, Dentist & stamatologist,2019,4.0
 Tuv, Dentist & stamatologist,2018,2.0
 Tuv, Dentist & stamatologist,2017,3.0
 Tuv, Dentist & stamatologist,2016,3.0
 Tuv, Dentist & stamatologist,2015,3.0
 Tuv, Other,2025,31.0
 Tuv, Other,2024,11.0
 Tuv, Other,2023,12.0
 Tuv, Other,2022,47.0
 Tuv, Other,2021,48.0
 Tuv, Other,2020,46.0
 Tuv, Other,2019,46.0
 Tuv, Other,2018,19.0
 Tuv, Other,2017,19.0
 Tuv, Other,2016,22.0
 Tuv, Other,2015,23.0
 Eastern region,Nurses-Total,2025,832.0
 Eastern region,Nurses-Total,2024,824.0
 Eastern region,Nurses-Total,2023,827.0
 Eastern region,Nurses-Total,2022,811.0
 Eastern region,Nurses-Total,2021,797.0
 Eastern region,Nurses-Total,2020,768.0
 Eastern region,Nurses-Total,2019,756.0
 Eastern region,Nurses-Total,2018,742.0
 Eastern region,Nurses-Total,2017,724.0
 Eastern region,Nurses-Total,2016,725.0
 Eastern region,Nurses-Total,2015,725.0
 Eastern region, General practitioners,2025,395.0
 Eastern region, General practitioners,2024,402.0
 Eastern region, General practitioners,2023,398.0
 Eastern region, General practitioners,2022,416.0
 Eastern region, General practitioners,2021,423.0
 Eastern region, General practitioners,2020,414.0
 Eastern region, General practitioners,2019,437.0
 Eastern region, General practitioners,2018,412.0
 Eastern region, General practitioners,2017,409.0
 Eastern region, General practitioners,2016,417.0
 Eastern region, General practitioners,2015,460.0
 Eastern region, Basic and specialized,2025,415.0
 Eastern region, Basic and specialized,2024,390.0
 Eastern region, Basic and specialized,2023,401.0
 Eastern region, Basic and specialized,2022,365.0
 Eastern region, Basic and specialized,2021,353.0
 Eastern region, Basic and specialized,2020,333.0
 Eastern region, Basic and specialized,2019,298.0
 Eastern region, Basic and specialized,2018,310.0
 Eastern region, Basic and specialized,2017,296.0
 Eastern region, Basic and specialized,2016,286.0
 Eastern region, Basic and specialized,2015,243.0
 Eastern region, Internists,2025,1.0
 Eastern region, Internists,2024,1.0
 Eastern region, Internists,2023,1.0
 Eastern region, Internists,2022,0.0
 Eastern region, Internists,2021,0.0
 Eastern region, Internists,2020,0.0
 Eastern region, Internists,2019,0.0
 Eastern region, Internists,2018,29.0
 Eastern region, Internists,2017,32.0
 Eastern region, Internists,2016,30.0
 Eastern region, Internists,2015,7.0
 Eastern region, Pediatrics,2025,55.0
 Eastern region, Pediatrics,2024,52.0
 Eastern region, Pediatrics,2023,54.0
 Eastern region, Pediatrics,2022,50.0
 Eastern region, Pediatrics,2021,57.0
 Eastern region, Pediatrics,2020,55.0
 Eastern region, Pediatrics,2019,54.0
 Eastern region, Pediatrics,2018,50.0
 Eastern region, Pediatrics,2017,50.0
 Eastern region, Pediatrics,2016,52.0
 Eastern region, Pediatrics,2015,45.0
 Eastern region, Surgical,2025,42.0
 Eastern region, Surgical,2024,37.0
 Eastern region, Surgical,2023,42.0
 Eastern region, Surgical,2022,42.0
 Eastern region, Surgical,2021,41.0
 Eastern region, Surgical,2020,41.0
 Eastern region, Surgical,2019,30.0
 Eastern region, Surgical,2018,32.0
 Eastern region, Surgical,2017,31.0
 Eastern region, Surgical,2016,27.0
 Eastern region, Surgical,2015,35.0
 Eastern region, Traumotologists,2025,7.0
 Eastern region, Traumotologists,2024,6.0
 Eastern region, Traumotologists,2023,6.0
 Eastern region, Traumotologists,2022,5.0
 Eastern region, Traumotologists,2021,3.0
 Eastern region, Traumotologists,2020,4.0
 Eastern region, Traumotologists,2019,1.0
 Eastern region, Traumotologists,2018,5.0
 Eastern region, Traumotologists,2017,6.0
 Eastern region, Traumotologists,2016,6.0
 Eastern region, Traumotologists,2015,3.0
 Eastern region, Сэхээн амьдруулахын,2025,0.0
 Eastern region, Сэхээн амьдруулахын,2024,0.0
 Eastern region, Сэхээн амьдруулахын,2023,10.0
 Eastern region, Сэхээн амьдруулахын,2022,10.0
 Eastern region, Сэхээн амьдруулахын,2021,0.0
 Eastern region, Сэхээн амьдруулахын,2020,9.0
 Eastern region, Сэхээн амьдруулахын,2019,0.0
 Eastern region, Сэхээн амьдруулахын,2018,19.0
 Eastern region, Сэхээн амьдруулахын,2017,13.0
 Eastern region, Сэхээн амьдруулахын,2016,12.0
 Eastern region, Сэхээн амьдруулахын,2015,11.0
 Eastern region, Anaesthesiologists,2025,39.0
 Eastern region, Anaesthesiologists,2024,39.0
 Eastern region, Anaesthesiologists,2023,30.0
 Eastern region, Anaesthesiologists,2022,31.0
 Eastern region, Anaesthesiologists,2021,36.0
 Eastern region, Anaesthesiologists,2020,30.0
 Eastern region, Anaesthesiologists,2019,39.0
 Eastern region, Anaesthesiologists,2018,11.0
 Eastern region, Anaesthesiologists,2017,13.0
 Eastern region, Anaesthesiologists,2016,19.0
 Eastern region, Anaesthesiologists,2015,22.0
 Eastern region, Neurologists,2025,6.0
 Eastern region, Neurologists,2024,6.0
 Eastern region, Neurologists,2023,5.0
 Eastern region, Neurologists,2022,3.0
 Eastern region, Neurologists,2021,36.0
 Eastern region, Neurologists,2020,6.0
 Eastern region, Neurologists,2019,6.0
 Eastern region, Neurologists,2018,13.0
 Eastern region, Neurologists,2017,14.0
 Eastern region, Neurologists,2016,8.0
 Eastern region, Neurologists,2015,1.0
 Eastern region, Obstetrics & gynecologists,2025,1.0
 Eastern region, Obstetrics & gynecologists,2024,2.0
 Eastern region, Obstetrics & gynecologists,2023,1.0
 Eastern region, Obstetrics & gynecologists,2022,1.0
 Eastern region, Obstetrics & gynecologists,2021,3.0
 Eastern region, Obstetrics & gynecologists,2020,9.0
 Eastern region, Obstetrics & gynecologists,2019,11.0
 Eastern region, Obstetrics & gynecologists,2018,9.0
 Eastern region, Obstetrics & gynecologists,2017,8.0
 Eastern region, Obstetrics & gynecologists,2016,6.0
 Eastern region, Obstetrics & gynecologists,2015,20.0
 Eastern region, Oncologists,2025,6.0
 Eastern region, Oncologists,2024,6.0
 Eastern region, Oncologists,2023,7.0
 Eastern region, Oncologists,2022,9.0
 Eastern region, Oncologists,2021,9.0
 Eastern region, Oncologists,2020,9.0
 Eastern region, Oncologists,2019,8.0
 Eastern region, Oncologists,2018,5.0
 Eastern region, Oncologists,2017,2.0
 Eastern region, Oncologists,2016,2.0
 Eastern region, Oncologists,2015,1.0
 Eastern region, Psychiatrists,2025,12.0
 Eastern region, Psychiatrists,2024,12.0
 Eastern region, Psychiatrists,2023,11.0
 Eastern region, Psychiatrists,2022,11.0
 Eastern region, Psychiatrists,2021,13.0
 Eastern region, Psychiatrists,2020,10.0
 Eastern region, Psychiatrists,2019,10.0
 Eastern region, Psychiatrists,2018,16.0
 Eastern region, Psychiatrists,2017,17.0
 Eastern region, Psychiatrists,2016,17.0
 Eastern region, Psychiatrists,2015,9.0
 Eastern region, Ophtalmologists,2025,4.0
 Eastern region, Ophtalmologists,2024,4.0
 Eastern region, Ophtalmologists,2023,4.0
 Eastern region, Ophtalmologists,2022,4.0
 Eastern region, Ophtalmologists,2021,2.0
 Eastern region, Ophtalmologists,2020,3.0
 Eastern region, Ophtalmologists,2019,4.0
 Eastern region, Ophtalmologists,2018,8.0
 Eastern region, Ophtalmologists,2017,8.0
 Eastern region, Ophtalmologists,2016,8.0
 Eastern region, Ophtalmologists,2015,2.0
 Eastern region, Otorhinolaryngologists,2025,5.0
 Eastern region, Otorhinolaryngologists,2024,5.0
 Eastern region, Otorhinolaryngologists,2023,8.0
 Eastern region, Otorhinolaryngologists,2022,5.0
 Eastern region, Otorhinolaryngologists,2021,4.0
 Eastern region, Otorhinolaryngologists,2020,4.0
 Eastern region, Otorhinolaryngologists,2019,6.0
 Eastern region, Otorhinolaryngologists,2018,8.0
 Eastern region, Otorhinolaryngologists,2017,9.0
 Eastern region, Otorhinolaryngologists,2016,5.0
 Eastern region, Otorhinolaryngologists,2015,9.0
 Eastern region, Dermatologists,2025,2.0
 Eastern region, Dermatologists,2024,2.0
 Eastern region, Dermatologists,2023,2.0
 Eastern region, Dermatologists,2022,1.0
 Eastern region, Dermatologists,2021,1.0
 Eastern region, Dermatologists,2020,1.0
 Eastern region, Dermatologists,2019,0.0
 Eastern region, Dermatologists,2018,5.0
 Eastern region, Dermatologists,2017,6.0
 Eastern region, Dermatologists,2016,5.0
 Eastern region, Dermatologists,2015,1.0
 Eastern region, Infections,2025,75.0
 Eastern region, Infections,2024,58.0
 Eastern region, Infections,2023,60.0
 Eastern region, Infections,2022,52.0
 Eastern region, Infections,2021,50.0
 Eastern region, Infections,2020,27.0
 Eastern region, Infections,2019,33.0
 Eastern region, Infections,2018,28.0
 Eastern region, Infections,2017,30.0
 Eastern region, Infections,2016,29.0
 Eastern region, Infections,2015,7.0
 Eastern region, Tuberculosis,2025,0.0
 Eastern region, Tuberculosis,2024,0.0
 Eastern region, Tuberculosis,2023,0.0
 Eastern region, Tuberculosis,2022,0.0
 Eastern region, Tuberculosis,2021,0.0
 Eastern region, Tuberculosis,2020,0.0
 Eastern region, Tuberculosis,2019,0.0
 Eastern region, Tuberculosis,2018,12.0
 Eastern region, Tuberculosis,2017,11.0
 Eastern region, Tuberculosis,2016,11.0
 Eastern region, Tuberculosis,2015,3.0
 Eastern region, HIV/Venerology,2025,0.0
 Eastern region, HIV/Venerology,2024,0.0
 Eastern region, HIV/Venerology,2023,0.0
 Eastern region, HIV/Venerology,2022,0.0
 Eastern region, HIV/Venerology,2021,0.0
 Eastern region, HIV/Venerology,2020,0.0
 Eastern region, HIV/Venerology,2019,0.0
 Eastern region, HIV/Venerology,2018,1.0
 Eastern region, HIV/Venerology,2017,2.0
 Eastern region, HIV/Venerology,2016,2.0
 Eastern region, HIV/Venerology,2015,2.0
 Eastern region, Physiotherapists,2025,37.0
 Eastern region, Physiotherapists,2024,33.0
 Eastern region, Physiotherapists,2023,35.0
 Eastern region, Physiotherapists,2022,33.0
 Eastern region, Physiotherapists,2021,31.0
 Eastern region, Physiotherapists,2020,26.0
 Eastern region, Physiotherapists,2019,28.0
 Eastern region, Physiotherapists,2018,28.0
 Eastern region, Physiotherapists,2017,28.0
 Eastern region, Physiotherapists,2016,27.0
 Eastern region, Physiotherapists,2015,27.0
 Eastern region, Palliative care,2025,6.0
 Eastern region, Palliative care,2024,6.0
 Eastern region, Palliative care,2023,7.0
 Eastern region, Palliative care,2022,6.0
 Eastern region, Palliative care,2021,2.0
 Eastern region, Palliative care,2020,2.0
 Eastern region, Palliative care,2019,1.0
 Eastern region, Palliative care,2018,1.0
 Eastern region, Palliative care,2017,1.0
 Eastern region, Palliative care,2016,1.0
 Eastern region, Palliative care,2015,3.0
 Eastern region, Elderly,2025,0.0
 Eastern region, Elderly,2024,0.0
 Eastern region, Elderly,2023,0.0
 Eastern region, Elderly,2022,0.0
 Eastern region, Elderly,2021,0.0
 Eastern region, Elderly,2020,0.0
 Eastern region, Elderly,2019,0.0
 Eastern region, Elderly,2018,1.0
 Eastern region, Elderly,2017,2.0
 Eastern region, Elderly,2016,2.0
 Eastern region, Elderly,2015,4.0
 Eastern region, Traditional medicine doctor,2025,15.0
 Eastern region, Traditional medicine doctor,2024,24.0
 Eastern region, Traditional medicine doctor,2023,20.0
 Eastern region, Traditional medicine doctor,2022,23.0
 Eastern region, Traditional medicine doctor,2021,13.0
 Eastern region, Traditional medicine doctor,2020,14.0
 Eastern region, Traditional medicine doctor,2019,15.0
 Eastern region, Traditional medicine doctor,2018,16.0
 Eastern region, Traditional medicine doctor,2017,15.0
 Eastern region, Traditional medicine doctor,2016,20.0
 Eastern region, Traditional medicine doctor,2015,19.0
 Eastern region, Dentist & stamatologist,2025,7.0
 Eastern region, Dentist & stamatologist,2024,8.0
 Eastern region, Dentist & stamatologist,2023,8.0
 Eastern region, Dentist & stamatologist,2022,7.0
 Eastern region, Dentist & stamatologist,2021,8.0
 Eastern region, Dentist & stamatologist,2020,7.0
 Eastern region, Dentist & stamatologist,2019,6.0
 Eastern region, Dentist & stamatologist,2018,4.0
 Eastern region, Dentist & stamatologist,2017,4.0
 Eastern region, Dentist & stamatologist,2016,2.0
 Eastern region, Dentist & stamatologist,2015,3.0
 Eastern region, Other,2025,117.0
 Eastern region, Other,2024,121.0
 Eastern region, Other,2023,118.0
 Eastern region, Other,2022,102.0
 Eastern region, Other,2021,93.0
 Eastern region, Other,2020,97.0
 Eastern region, Other,2019,67.0
 Eastern region, Other,2018,42.0
 Eastern region, Other,2017,26.0
 Eastern region, Other,2016,30.0
 Eastern region, Other,2015,36.0
 Dornod,Nurses-Total,2025,312.0
 Dornod,Nurses-Total,2024,313.0
 Dornod,Nurses-Total,2023,307.0
 Dornod,Nurses-Total,2022,312.0
 Dornod,Nurses-Total,2021,300.0
 Dornod,Nurses-Total,2020,298.0
 Dornod,Nurses-Total,2019,288.0
 Dornod,Nurses-Total,2018,279.0
 Dornod,Nurses-Total,2017,277.0
 Dornod,Nurses-Total,2016,274.0
 Dornod,Nurses-Total,2015,270.0
 Dornod, General practitioners,2025,145.0
 Dornod, General practitioners,2024,146.0
 Dornod, General practitioners,2023,154.0
 Dornod, General practitioners,2022,172.0
 Dornod, General practitioners,2021,196.0
 Dornod, General practitioners,2020,179.0
 Dornod, General practitioners,2019,199.0
 Dornod, General practitioners,2018,142.0
 Dornod, General practitioners,2017,137.0
 Dornod, General practitioners,2016,124.0
 Dornod, General practitioners,2015,183.0
 Dornod, Basic and specialized,2025,160.0
 Dornod, Basic and specialized,2024,156.0
 Dornod, Basic and specialized,2023,146.0
 Dornod, Basic and specialized,2022,132.0
 Dornod, Basic and specialized,2021,101.0
 Dornod, Basic and specialized,2020,117.0
 Dornod, Basic and specialized,2019,86.0
 Dornod, Basic and specialized,2018,129.0
 Dornod, Basic and specialized,2017,134.0
 Dornod, Basic and specialized,2016,143.0
 Dornod, Basic and specialized,2015,80.0
 Dornod, Internists,2025,0.0
 Dornod, Internists,2024,0.0
 Dornod, Internists,2023,0.0
 Dornod, Internists,2022,0.0
 Dornod, Internists,2021,0.0
 Dornod, Internists,2020,0.0
 Dornod, Internists,2019,0.0
 Dornod, Internists,2018,20.0
 Dornod, Internists,2017,23.0
 Dornod, Internists,2016,25.0
 Dornod, Internists,2015,2.0
 Dornod, Pediatrics,2025,19.0
 Dornod, Pediatrics,2024,18.0
 Dornod, Pediatrics,2023,16.0
 Dornod, Pediatrics,2022,15.0
 Dornod, Pediatrics,2021,14.0
 Dornod, Pediatrics,2020,13.0
 Dornod, Pediatrics,2019,15.0
 Dornod, Pediatrics,2018,14.0
 Dornod, Pediatrics,2017,15.0
 Dornod, Pediatrics,2016,20.0
 Dornod, Pediatrics,2015,10.0
