Type,Country,Year,value
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2011,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Belgium,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2025,848.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2024,1365.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2023,1267.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2022,1094.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2021,876.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2020,840.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2019,1295.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2018,2096.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2017,2927.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2016,3959.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2015,2568.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2014,2458.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2013,5732.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2012,9069.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2011,10371.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2010,2656.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2009,1701.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2008,5591.0
Motor cars and other motor vehicles principally designed for the transport of persons,Republic of Korea,2007,2222.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2025,3924.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2024,3546.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2023,2050.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2022,1550.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2021,239.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2020,128.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2019,54.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2018,127.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2017,76.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2016,26.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2015,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2014,19.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2013,27.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2012,44.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2011,128.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2010,89.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2009,9.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2008,79.0
Motor cars and other motor vehicles principally designed for the transport of persons,China,2007,87.0
Motor cars and other motor vehicles principally designed for the transport of persons,Brazil,2025,
