огноо,чуулган,товлосон_цаг,эхэлсэн_цаг,цагийн_мэдээллийн_төлөв,өгөгдлийн_төлөв,эх_сурвалжийн_нийтлэл,эх_файлын_холбоос,үзүүлэлт,утга,нэгж
2024-12-02,Намрын ээлжит чуулган,14:00,14:17,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63509/,,Эмнэлгийн чөлөө,3,тоо
2024-12-02,Намрын ээлжит чуулган,14:00,14:17,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63509/,,Орон нутгийн томилолт,0,тоо
2024-12-02,Намрын ээлжит чуулган,14:00,14:17,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63509/,,Гадаад томилолт,21,тоо
2024-12-02,Намрын ээлжит чуулган,14:00,14:17,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63509/,,Тайлбаргүй тасалсан,29,тоо
2024-12-02,Намрын ээлжит чуулган,14:00,14:17,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63509/,,Биеэр оролцсон,71,тоо
2024-12-02,Намрын ээлжит чуулган,14:00,14:17,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63509/,,Биеэр оролцсон хувь,56.3,хувь
2024-12-02,Намрын ээлжит чуулган,14:00,14:17,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63509/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,93.0,хувь
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Хэлэлцэх асуудал,1,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Хуралдаан эхэлсэн хоцролт,,минут
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Албан ёсоор цагтаа ирсэн,75,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Албан ёсоор хоцорсон,30,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Чөлөөтэй,2,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Эмнэлгийн чөлөө,4,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Орон нутгийн томилолт,0,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Гадаад томилолт,14,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Тайлбаргүй тасалсан,1,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Биеэр оролцсон,105,тоо
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Биеэр оролцсон хувь,83.3,хувь
2024-12-03,Намрын ээлжит чуулган,,10:00,Зөвхөн бодит эхлэлтэй,Эцсийн,https://www.parliament.mn/nn/63519/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,71.4,хувь
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Хэлэлцэх асуудал,0,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Хуралдаан эхэлсэн хоцролт,,минут
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Албан ёсоор цагтаа ирсэн,68,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Албан ёсоор хоцорсон,28,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Чөлөөтэй,2,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Эмнэлгийн чөлөө,5,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Орон нутгийн томилолт,0,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Гадаад томилолт,12,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Тайлбаргүй тасалсан,11,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Биеэр оролцсон,96,тоо
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Биеэр оролцсон хувь,76.2,хувь
2024-12-04,Намрын ээлжит чуулган,11:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63536/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,70.8,хувь
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Хэлэлцэх асуудал,3,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Хуралдаан эхэлсэн хоцролт,,минут
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Албан ёсоор цагтаа ирсэн,86,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Албан ёсоор хоцорсон,20,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Чөлөөтэй,2,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Эмнэлгийн чөлөө,5,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Орон нутгийн томилолт,0,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Гадаад томилолт,9,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Тайлбаргүй тасалсан,4,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Биеэр оролцсон,106,тоо
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Биеэр оролцсон хувь,84.1,хувь
2024-12-05,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63551/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,81.1,хувь
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Хэлэлцэх асуудал,3,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Хуралдаан эхэлсэн хоцролт,,минут
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Албан ёсоор цагтаа ирсэн,62,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Албан ёсоор хоцорсон,40,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Чөлөөтэй,2,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Эмнэлгийн чөлөө,7,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Орон нутгийн томилолт,0,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Гадаад томилолт,10,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Тайлбаргүй тасалсан,5,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Биеэр оролцсон,102,тоо
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Биеэр оролцсон хувь,81.0,хувь
2024-12-06,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63569/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,60.8,хувь
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Хэлэлцэх асуудал,3,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Хуралдаан эхэлсэн хоцролт,5,минут
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Албан ёсоор цагтаа ирсэн,82,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Албан ёсоор хоцорсон,33,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Чөлөөтэй,1,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Эмнэлгийн чөлөө,5,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Орон нутгийн томилолт,0,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Гадаад томилолт,2,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Тайлбаргүй тасалсан,3,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Биеэр оролцсон,115,тоо
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Биеэр оролцсон хувь,91.3,хувь
2024-12-11,Намрын ээлжит чуулган,15:00,15:05,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63609/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,71.3,хувь
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Хэлэлцэх асуудал,3,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Хуралдаан эхэлсэн хоцролт,28,минут
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Албан ёсоор цагтаа ирсэн,85,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Албан ёсоор хоцорсон,25,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Чөлөөтэй,1,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Эмнэлгийн чөлөө,6,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Орон нутгийн томилолт,0,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Гадаад томилолт,2,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Тайлбаргүй тасалсан,7,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Биеэр оролцсон,110,тоо
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Биеэр оролцсон хувь,87.3,хувь
2024-12-12,Намрын ээлжит чуулган,10:00,10:28,Бүрэн,Эцсийн,https://www.parliament.mn/nn/63621/,,Биеэр оролцсон үеийн албан ёсны цагтаа ирэлтийн хувь,77.3,хувь
2024-12-13,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63631/,,Хэлэлцэх асуудал,0,тоо
2024-12-13,Намрын ээлжит чуулган,10:00,,Зөвхөн товлосон цагтай,Эцсийн,https://www.parliament.mn/nn/63631/,,Хуралдаан эхэлсэн хоцролт,,минут
