subdivision,date,value
Manufacture of furniture,2021-09,2186.0
"Manufacture of grain mill products, starches and starch products",2021-09,16861.2
Manufacture of leather and related products,2021-09,2764.5
Manufacture of other food products,2021-09,28990.1
Manufacture of other non-metallic mineral products,2021-09,46625.6
Manufacture of other transport equipment,2021-09,479.7
Manufacture of paper and paper products,2021-09,4116.8
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-09,7559.8
Manufacture of rubber and plastics products,2021-09,5061.4
Manufacture of textiles,2021-09,14540.6
Manufacture of tobacco products,2021-09,6280.0
Manufacture of wearing apparel,2021-09,18767.4
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-09,1015.7
Manufacturing,2021-09,320060.8
Mining and quarrying,2021-09,1020126.0
Mining of coal and lignite,2021-09,148920.9
Mining of metal ores,2021-09,832712.1
Mining support service activities,2021-09,6776.0
Other manufacturing,2021-09,20326.9
Other mining and quarrying,2021-09,22815.1
Printing and reproduction of recorded media,2021-09,4503.4
Processing and preserving of fruit and vegetables,2021-09,1627.1
Processing and preserving of meat,2021-09,22070.7
Remediation activities and other waste management services,2021-09,27.1
Total,2021-09,1444494.0
"Waste collection, treatment and disposal activities; materials recovery",2021-09,5464.0
"Water collection, treatment and supply",2021-09,8522.1
"Water supply; sewerage, waste management and remediation activities",2021-09,14013.2
"Electricity, gas, steam and air conditioning supply",2021-10,119755.1
"Electricity, gas, steam and air conditioning supply",2021-10,119755.1
Extraction of crude petroleum and natural gas,2021-10,50191.1
Manufacture of basic metals,2021-10,18562.6
Manufacture of beverages,2021-10,49888.7
Manufacture of chemicals and chemical products,2021-10,11047.9
Manufacture of coke and refined petroleum products,2021-10,14109.7
Manufacture of dairy products,2021-10,27100.7
"Manufacture of fabricated metal products, except machinery and equipment",2021-10,536.2
Manufacture of food products,2021-10,113230.7
Manufacture of furniture,2021-10,2129.1
"Manufacture of grain mill products, starches and starch products",2021-10,24380.1
Manufacture of leather and related products,2021-10,2614.4
Manufacture of other food products,2021-10,29983.9
Manufacture of other non-metallic mineral products,2021-10,39875.1
Manufacture of other transport equipment,2021-10,241.5
Manufacture of paper and paper products,2021-10,4071.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-10,6684.4
Manufacture of rubber and plastics products,2021-10,4938.1
Manufacture of textiles,2021-10,20256.0
Manufacture of tobacco products,2021-10,6335.8
Manufacture of wearing apparel,2021-10,23490.3
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-10,841.7
Manufacturing,2021-10,342000.7
Mining and quarrying,2021-10,1137500.6
Mining of coal and lignite,2021-10,176131.4
Mining of metal ores,2021-10,886224.2
Mining support service activities,2021-10,5346.4
Other manufacturing,2021-10,19559.0
Other mining and quarrying,2021-10,19607.5
Printing and reproduction of recorded media,2021-10,3588.2
Processing and preserving of fruit and vegetables,2021-10,2227.6
Processing and preserving of meat,2021-10,29538.5
Remediation activities and other waste management services,2021-10,36.5
Total,2021-10,1617495.4
"Waste collection, treatment and disposal activities; materials recovery",2021-10,8181.1
"Water collection, treatment and supply",2021-10,10021.4
"Water supply; sewerage, waste management and remediation activities",2021-10,18239.0
"Electricity, gas, steam and air conditioning supply",2021-11,137398.0
"Electricity, gas, steam and air conditioning supply",2021-11,137398.0
Extraction of crude petroleum and natural gas,2021-11,69817.1
Manufacture of basic metals,2021-11,15930.9
Manufacture of beverages,2021-11,65127.8
Manufacture of chemicals and chemical products,2021-11,6931.9
Manufacture of coke and refined petroleum products,2021-11,20709.3
Manufacture of dairy products,2021-11,28511.8
"Manufacture of fabricated metal products, except machinery and equipment",2021-11,515.7
Manufacture of food products,2021-11,126548.7
Manufacture of furniture,2021-11,1579.0
"Manufacture of grain mill products, starches and starch products",2021-11,25219.7
Manufacture of leather and related products,2021-11,2147.2
Manufacture of other food products,2021-11,29413.0
Manufacture of other non-metallic mineral products,2021-11,23354.1
Manufacture of other transport equipment,2021-11,314.5
Manufacture of paper and paper products,2021-11,5227.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-11,8417.6
Manufacture of rubber and plastics products,2021-11,4510.2
Manufacture of textiles,2021-11,47426.2
Manufacture of tobacco products,2021-11,5947.9
Manufacture of wearing apparel,2021-11,20754.9
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-11,843.1
Manufacturing,2021-11,379688.5
Mining and quarrying,2021-11,995514.5
Mining of coal and lignite,2021-11,122720.4
Mining of metal ores,2021-11,786280.8
Mining support service activities,2021-11,4377.3
Other manufacturing,2021-11,19742.0
Other mining and quarrying,2021-11,12318.8
Printing and reproduction of recorded media,2021-11,3659.5
Processing and preserving of fruit and vegetables,2021-11,2269.7
Processing and preserving of meat,2021-11,41134.6
Remediation activities and other waste management services,2021-11,28.4
Total,2021-11,1530513.7
"Waste collection, treatment and disposal activities; materials recovery",2021-11,8192.5
"Water collection, treatment and supply",2021-11,9691.7
"Water supply; sewerage, waste management and remediation activities",2021-11,17912.6
"Electricity, gas, steam and air conditioning supply",2021-12,159784.9
"Electricity, gas, steam and air conditioning supply",2021-12,159784.9
Extraction of crude petroleum and natural gas,2021-12,7415.3
Manufacture of basic metals,2021-12,16120.8
Manufacture of beverages,2021-12,69436.6
Manufacture of chemicals and chemical products,2021-12,4607.6
Manufacture of coke and refined petroleum products,2021-12,23460.2
Manufacture of dairy products,2021-12,31818.4
"Manufacture of fabricated metal products, except machinery and equipment",2021-12,660.2
Manufacture of food products,2021-12,134843.1
Manufacture of furniture,2021-12,1904.8
"Manufacture of grain mill products, starches and starch products",2021-12,27817.4
Manufacture of leather and related products,2021-12,1787.0
Manufacture of other food products,2021-12,32552.4
Manufacture of other non-metallic mineral products,2021-12,14614.2
Manufacture of other transport equipment,2021-12,475.6
Manufacture of paper and paper products,2021-12,6024.5
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2021-12,5332.0
Manufacture of rubber and plastics products,2021-12,4705.7
Manufacture of textiles,2021-12,121443.6
Manufacture of tobacco products,2021-12,10335.7
Manufacture of wearing apparel,2021-12,20541.5
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2021-12,1680.8
Manufacturing,2021-12,464414.1
Mining and quarrying,2021-12,899132.9
Mining of coal and lignite,2021-12,138770.5
Mining of metal ores,2021-12,738519.5
Mining support service activities,2021-12,2182.9
Other manufacturing,2021-12,22223.2
Other mining and quarrying,2021-12,12244.7
Printing and reproduction of recorded media,2021-12,4217.0
Processing and preserving of fruit and vegetables,2021-12,2745.5
Processing and preserving of meat,2021-12,39909.4
Remediation activities and other waste management services,2021-12,57.7
Total,2021-12,1542715.6
"Waste collection, treatment and disposal activities; materials recovery",2021-12,8965.3
"Water collection, treatment and supply",2021-12,10360.6
"Water supply; sewerage, waste management and remediation activities",2021-12,19383.6
"Electricity, gas, steam and air conditioning supply",2022-01,151513.0
"Electricity, gas, steam and air conditioning supply",2022-01,151513.0
Extraction of crude petroleum and natural gas,2022-01,4578.5
Manufacture of basic metals,2022-01,15727.9
Manufacture of beverages,2022-01,72995.2
Manufacture of chemicals and chemical products,2022-01,3577.1
Manufacture of coke and refined petroleum products,2022-01,38879.1
Manufacture of dairy products,2022-01,24869.8
"Manufacture of fabricated metal products, except machinery and equipment",2022-01,335.5
Manufacture of food products,2022-01,108857.8
Manufacture of furniture,2022-01,2035.2
"Manufacture of grain mill products, starches and starch products",2022-01,18283.0
Manufacture of leather and related products,2022-01,3784.9
Manufacture of other food products,2022-01,34173.9
Manufacture of other non-metallic mineral products,2022-01,4738.5
Manufacture of other transport equipment,2022-01,256.9
Manufacture of paper and paper products,2022-01,7822.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-01,6159.4
Manufacture of rubber and plastics products,2022-01,5589.3
Manufacture of textiles,2022-01,59338.8
Manufacture of tobacco products,2022-01,5476.0
Manufacture of wearing apparel,2022-01,17725.5
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-01,938.7
Manufacturing,2022-01,371087.2
Mining and quarrying,2022-01,1116569.9
Mining of coal and lignite,2022-01,281838.0
Mining of metal ores,2022-01,814103.7
Mining support service activities,2022-01,7366.7
Other manufacturing,2022-01,13531.2
Other mining and quarrying,2022-01,8683.0
Printing and reproduction of recorded media,2022-01,3317.2
Processing and preserving of fruit and vegetables,2022-01,4111.2
Processing and preserving of meat,2022-01,27419.9
Remediation activities and other waste management services,2022-01,12.6
Total,2022-01,1651918.6
"Waste collection, treatment and disposal activities; materials recovery",2022-01,3995.5
"Water collection, treatment and supply",2022-01,8740.4
"Water supply; sewerage, waste management and remediation activities",2022-01,12748.5
"Electricity, gas, steam and air conditioning supply",2022-02,148291.7
"Electricity, gas, steam and air conditioning supply",2022-02,148291.7
Extraction of crude petroleum and natural gas,2022-02,3065.3
Manufacture of basic metals,2022-02,5953.5
Manufacture of beverages,2022-02,58227.3
Manufacture of chemicals and chemical products,2022-02,5242.4
Manufacture of coke and refined petroleum products,2022-02,26041.8
Manufacture of dairy products,2022-02,16806.8
"Manufacture of fabricated metal products, except machinery and equipment",2022-02,475.2
Manufacture of food products,2022-02,71462.8
Manufacture of furniture,2022-02,1238.3
"Manufacture of grain mill products, starches and starch products",2022-02,11958.3
Manufacture of leather and related products,2022-02,2101.7
Manufacture of other food products,2022-02,24966.9
Manufacture of other non-metallic mineral products,2022-02,4324.3
Manufacture of other transport equipment,2022-02,183.3
Manufacture of paper and paper products,2022-02,4764.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-02,6047.4
Manufacture of rubber and plastics products,2022-02,6174.4
Manufacture of textiles,2022-02,20411.2
Manufacture of tobacco products,2022-02,4682.9
Manufacture of wearing apparel,2022-02,14755.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-02,648.1
Manufacturing,2022-02,241703.0
Mining and quarrying,2022-02,895146.4
Mining of coal and lignite,2022-02,229613.5
Mining of metal ores,2022-02,640850.7
Mining support service activities,2022-02,10138.8
Other manufacturing,2022-02,6049.9
Other mining and quarrying,2022-02,11478.2
Printing and reproduction of recorded media,2022-02,2918.9
Processing and preserving of fruit and vegetables,2022-02,3821.2
Processing and preserving of meat,2022-02,13909.7
Remediation activities and other waste management services,2022-02,233.8
Total,2022-02,1300231.9
"Waste collection, treatment and disposal activities; materials recovery",2022-02,3336.3
"Water collection, treatment and supply",2022-02,11520.6
"Water supply; sewerage, waste management and remediation activities",2022-02,15090.7
"Electricity, gas, steam and air conditioning supply",2022-03,137286.7
"Electricity, gas, steam and air conditioning supply",2022-03,137286.7
Extraction of crude petroleum and natural gas,2022-03,2796.9
Manufacture of basic metals,2022-03,7546.7
Manufacture of beverages,2022-03,72657.8
Manufacture of chemicals and chemical products,2022-03,4588.8
Manufacture of coke and refined petroleum products,2022-03,20376.9
Manufacture of dairy products,2022-03,26701.0
"Manufacture of fabricated metal products, except machinery and equipment",2022-03,661.0
Manufacture of food products,2022-03,102915.3
Manufacture of furniture,2022-03,1519.7
"Manufacture of grain mill products, starches and starch products",2022-03,20932.6
Manufacture of leather and related products,2022-03,2203.7
Manufacture of other food products,2022-03,31072.7
Manufacture of other non-metallic mineral products,2022-03,21600.6
Manufacture of other transport equipment,2022-03,354.0
Manufacture of paper and paper products,2022-03,5212.0
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-03,4769.4
Manufacture of rubber and plastics products,2022-03,4955.1
Manufacture of textiles,2022-03,14132.2
Manufacture of tobacco products,2022-03,2664.9
Manufacture of wearing apparel,2022-03,18962.1
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-03,1568.7
Manufacturing,2022-03,296701.3
Mining and quarrying,2022-03,973513.9
Mining of coal and lignite,2022-03,119759.2
Mining of metal ores,2022-03,829155.6
Mining support service activities,2022-03,10711.0
Other manufacturing,2022-03,5321.3
Other mining and quarrying,2022-03,11091.3
Printing and reproduction of recorded media,2022-03,4691.1
Processing and preserving of fruit and vegetables,2022-03,4234.7
Processing and preserving of meat,2022-03,19974.3
Remediation activities and other waste management services,2022-03,266.1
Total,2022-03,1423055.8
"Waste collection, treatment and disposal activities; materials recovery",2022-03,3920.2
"Water collection, treatment and supply",2022-03,11367.6
"Water supply; sewerage, waste management and remediation activities",2022-03,15554.0
"Electricity, gas, steam and air conditioning supply",2022-04,125940.2
"Electricity, gas, steam and air conditioning supply",2022-04,125940.2
Extraction of crude petroleum and natural gas,2022-04,270.1
Manufacture of basic metals,2022-04,11032.1
Manufacture of beverages,2022-04,78565.0
Manufacture of chemicals and chemical products,2022-04,5371.7
Manufacture of coke and refined petroleum products,2022-04,7024.8
Manufacture of dairy products,2022-04,30459.8
"Manufacture of fabricated metal products, except machinery and equipment",2022-04,714.1
Manufacture of food products,2022-04,101338.6
Manufacture of furniture,2022-04,1538.5
"Manufacture of grain mill products, starches and starch products",2022-04,15245.3
Manufacture of leather and related products,2022-04,2423.0
Manufacture of other food products,2022-04,32525.3
Manufacture of other non-metallic mineral products,2022-04,48961.1
Manufacture of other transport equipment,2022-04,378.6
Manufacture of paper and paper products,2022-04,7125.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-04,5308.8
Manufacture of rubber and plastics products,2022-04,8941.2
Manufacture of textiles,2022-04,49691.4
Manufacture of tobacco products,2022-04,5308.4
Manufacture of wearing apparel,2022-04,18403.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-04,1666.0
Manufacturing,2022-04,365551.5
Mining and quarrying,2022-04,1196930.6
Mining of coal and lignite,2022-04,232343.7
Mining of metal ores,2022-04,937730.4
Mining support service activities,2022-04,10733.2
Other manufacturing,2022-04,7838.9
Other mining and quarrying,2022-04,15853.2
Printing and reproduction of recorded media,2022-04,3920.9
Processing and preserving of fruit and vegetables,2022-04,3679.2
Processing and preserving of meat,2022-04,19429.1
Remediation activities and other waste management services,2022-04,176.1
Total,2022-04,1705560.0
"Waste collection, treatment and disposal activities; materials recovery",2022-04,3953.9
"Water collection, treatment and supply",2022-04,13007.7
"Water supply; sewerage, waste management and remediation activities",2022-04,17137.7
"Electricity, gas, steam and air conditioning supply",2022-05,101715.4
"Electricity, gas, steam and air conditioning supply",2022-05,101715.4
Extraction of crude petroleum and natural gas,2022-05,0.0
Manufacture of basic metals,2022-05,23867.1
Manufacture of beverages,2022-05,94083.3
Manufacture of chemicals and chemical products,2022-05,7584.2
Manufacture of coke and refined petroleum products,2022-05,7252.0
Manufacture of dairy products,2022-05,31957.9
"Manufacture of fabricated metal products, except machinery and equipment",2022-05,967.8
Manufacture of food products,2022-05,114621.1
Manufacture of furniture,2022-05,1583.4
"Manufacture of grain mill products, starches and starch products",2022-05,21901.7
Manufacture of leather and related products,2022-05,2129.2
Manufacture of other food products,2022-05,36086.1
Manufacture of other non-metallic mineral products,2022-05,52763.0
Manufacture of other transport equipment,2022-05,317.1
Manufacture of paper and paper products,2022-05,6212.2
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-05,6191.1
Manufacture of rubber and plastics products,2022-05,13238.6
Manufacture of textiles,2022-05,149878.2
Manufacture of tobacco products,2022-05,7690.5
Manufacture of wearing apparel,2022-05,23185.1
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-05,1693.5
Manufacturing,2022-05,526383.7
Mining and quarrying,2022-05,1197333.6
Mining of coal and lignite,2022-05,176246.8
Mining of metal ores,2022-05,992130.5
Mining support service activities,2022-05,11621.0
Other manufacturing,2022-05,8175.1
Other mining and quarrying,2022-05,17335.3
Printing and reproduction of recorded media,2022-05,4951.3
Processing and preserving of fruit and vegetables,2022-05,3008.2
Processing and preserving of meat,2022-05,21667.2
Remediation activities and other waste management services,2022-05,200.0
Total,2022-05,1841489.0
"Waste collection, treatment and disposal activities; materials recovery",2022-05,4114.9
"Water collection, treatment and supply",2022-05,11741.4
"Water supply; sewerage, waste management and remediation activities",2022-05,16056.3
"Electricity, gas, steam and air conditioning supply",2022-06,84239.8
"Electricity, gas, steam and air conditioning supply",2022-06,84239.8
Extraction of crude petroleum and natural gas,2022-06,12579.4
Manufacture of basic metals,2022-06,21086.8
Manufacture of beverages,2022-06,92969.6
Manufacture of chemicals and chemical products,2022-06,7790.6
Manufacture of coke and refined petroleum products,2022-06,6529.0
Manufacture of dairy products,2022-06,34788.5
"Manufacture of fabricated metal products, except machinery and equipment",2022-06,1397.5
Manufacture of food products,2022-06,133376.7
Manufacture of furniture,2022-06,1713.6
"Manufacture of grain mill products, starches and starch products",2022-06,26187.2
Manufacture of leather and related products,2022-06,2261.2
Manufacture of other food products,2022-06,37165.9
Manufacture of other non-metallic mineral products,2022-06,54219.0
Manufacture of other transport equipment,2022-06,528.8
Manufacture of paper and paper products,2022-06,8381.7
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-06,7085.4
Manufacture of rubber and plastics products,2022-06,9645.9
Manufacture of textiles,2022-06,148841.5
Manufacture of tobacco products,2022-06,9114.0
Manufacture of wearing apparel,2022-06,24652.1
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-06,2082.3
Manufacturing,2022-06,566433.0
Mining and quarrying,2022-06,1360595.3
Mining of coal and lignite,2022-06,245540.1
Mining of metal ores,2022-06,1067792.6
Mining support service activities,2022-06,17932.8
Other manufacturing,2022-06,26912.1
Other mining and quarrying,2022-06,16750.4
Printing and reproduction of recorded media,2022-06,7845.2
Processing and preserving of fruit and vegetables,2022-06,3302.7
Processing and preserving of meat,2022-06,31932.4
Remediation activities and other waste management services,2022-06,191.4
Total,2022-06,2027321.9
"Waste collection, treatment and disposal activities; materials recovery",2022-06,4201.2
"Water collection, treatment and supply",2022-06,11661.3
"Water supply; sewerage, waste management and remediation activities",2022-06,16053.8
"Electricity, gas, steam and air conditioning supply",2022-07,78748.5
"Electricity, gas, steam and air conditioning supply",2022-07,78748.5
Extraction of crude petroleum and natural gas,2022-07,121248.3
Manufacture of basic metals,2022-07,6270.8
Manufacture of beverages,2022-07,90550.6
Manufacture of chemicals and chemical products,2022-07,6967.2
Manufacture of coke and refined petroleum products,2022-07,6986.9
Manufacture of dairy products,2022-07,28338.3
"Manufacture of fabricated metal products, except machinery and equipment",2022-07,2102.5
Manufacture of food products,2022-07,102856.6
Manufacture of furniture,2022-07,1293.4
"Manufacture of grain mill products, starches and starch products",2022-07,13941.3
Manufacture of leather and related products,2022-07,1054.9
Manufacture of other food products,2022-07,33503.3
Manufacture of other non-metallic mineral products,2022-07,51299.3
Manufacture of other transport equipment,2022-07,782.3
Manufacture of paper and paper products,2022-07,9691.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-07,2739.0
Manufacture of rubber and plastics products,2022-07,8399.2
Manufacture of textiles,2022-07,73235.0
Manufacture of tobacco products,2022-07,1947.3
Manufacture of wearing apparel,2022-07,17571.6
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-07,1129.4
Manufacturing,2022-07,414691.3
Mining and quarrying,2022-07,1384752.3
Mining of coal and lignite,2022-07,370884.8
Mining of metal ores,2022-07,860667.5
Mining support service activities,2022-07,11162.8
Other manufacturing,2022-07,26237.7
Other mining and quarrying,2022-07,20788.8
Printing and reproduction of recorded media,2022-07,3576.5
Processing and preserving of fruit and vegetables,2022-07,3354.6
Processing and preserving of meat,2022-07,23719.1
Remediation activities and other waste management services,2022-07,182.1
Total,2022-07,1893466.4
"Waste collection, treatment and disposal activities; materials recovery",2022-07,4328.3
"Water collection, treatment and supply",2022-07,10763.9
"Water supply; sewerage, waste management and remediation activities",2022-07,15274.2
"Electricity, gas, steam and air conditioning supply",2022-08,82693.3
"Electricity, gas, steam and air conditioning supply",2022-08,82693.3
Extraction of crude petroleum and natural gas,2022-08,156277.6
Manufacture of basic metals,2022-08,15842.1
Manufacture of beverages,2022-08,99700.0
Manufacture of chemicals and chemical products,2022-08,10011.0
Manufacture of coke and refined petroleum products,2022-08,10135.7
Manufacture of dairy products,2022-08,32979.5
"Manufacture of fabricated metal products, except machinery and equipment",2022-08,1905.7
Manufacture of food products,2022-08,133594.7
Manufacture of furniture,2022-08,1230.1
"Manufacture of grain mill products, starches and starch products",2022-08,27513.0
Manufacture of leather and related products,2022-08,4951.6
Manufacture of other food products,2022-08,38779.8
Manufacture of other non-metallic mineral products,2022-08,50312.0
Manufacture of other transport equipment,2022-08,467.8
Manufacture of paper and paper products,2022-08,7612.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-08,5674.6
Manufacture of rubber and plastics products,2022-08,12142.8
Manufacture of textiles,2022-08,77096.4
Manufacture of tobacco products,2022-08,0.0
Manufacture of wearing apparel,2022-08,17020.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-08,1850.5
Manufacturing,2022-08,486436.0
Mining and quarrying,2022-08,1972263.0
Mining of coal and lignite,2022-08,835758.5
Mining of metal ores,2022-08,936387.2
Mining support service activities,2022-08,20440.1
Other manufacturing,2022-08,31333.6
Other mining and quarrying,2022-08,23399.6
Printing and reproduction of recorded media,2022-08,5555.4
Processing and preserving of fruit and vegetables,2022-08,8693.5
Processing and preserving of meat,2022-08,25629.0
Remediation activities and other waste management services,2022-08,195.4
Total,2022-08,2557286.7
"Waste collection, treatment and disposal activities; materials recovery",2022-08,5746.2
"Water collection, treatment and supply",2022-08,9952.6
"Water supply; sewerage, waste management and remediation activities",2022-08,15894.3
"Electricity, gas, steam and air conditioning supply",2022-09,94595.3
"Electricity, gas, steam and air conditioning supply",2022-09,94595.3
Extraction of crude petroleum and natural gas,2022-09,119364.6
Manufacture of basic metals,2022-09,16110.2
Manufacture of beverages,2022-09,104771.6
Manufacture of chemicals and chemical products,2022-09,5649.4
Manufacture of coke and refined petroleum products,2022-09,17083.0
Manufacture of dairy products,2022-09,29886.1
"Manufacture of fabricated metal products, except machinery and equipment",2022-09,1840.3
Manufacture of food products,2022-09,126910.6
Manufacture of furniture,2022-09,1531.7
"Manufacture of grain mill products, starches and starch products",2022-09,23068.7
Manufacture of leather and related products,2022-09,3962.3
Manufacture of other food products,2022-09,39046.6
Manufacture of other non-metallic mineral products,2022-09,42296.7
Manufacture of other transport equipment,2022-09,676.2
Manufacture of paper and paper products,2022-09,7588.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-09,4819.5
Manufacture of rubber and plastics products,2022-09,7693.0
Manufacture of textiles,2022-09,56017.6
Manufacture of tobacco products,2022-09,3281.8
Manufacture of wearing apparel,2022-09,18927.6
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-09,1227.7
Manufacturing,2022-09,453107.3
Mining and quarrying,2022-09,2008461.2
Mining of coal and lignite,2022-09,914936.7
Mining of metal ores,2022-09,928546.1
Mining support service activities,2022-09,24997.2
Other manufacturing,2022-09,27098.6
Other mining and quarrying,2022-09,20616.7
Printing and reproduction of recorded media,2022-09,5621.0
Processing and preserving of fruit and vegetables,2022-09,4150.7
Processing and preserving of meat,2022-09,30758.5
Remediation activities and other waste management services,2022-09,202.1
Total,2022-09,2573767.7
"Waste collection, treatment and disposal activities; materials recovery",2022-09,5361.8
"Water collection, treatment and supply",2022-09,12040.0
"Water supply; sewerage, waste management and remediation activities",2022-09,17603.9
"Electricity, gas, steam and air conditioning supply",2022-10,130039.9
"Electricity, gas, steam and air conditioning supply",2022-10,130039.9
Extraction of crude petroleum and natural gas,2022-10,122737.8
Manufacture of basic metals,2022-10,22604.3
Manufacture of beverages,2022-10,90361.8
Manufacture of chemicals and chemical products,2022-10,10356.5
Manufacture of coke and refined petroleum products,2022-10,18973.1
Manufacture of dairy products,2022-10,31223.2
"Manufacture of fabricated metal products, except machinery and equipment",2022-10,1962.1
Manufacture of food products,2022-10,130082.7
Manufacture of furniture,2022-10,1597.0
"Manufacture of grain mill products, starches and starch products",2022-10,28525.2
Manufacture of leather and related products,2022-10,5062.6
Manufacture of other food products,2022-10,38276.2
Manufacture of other non-metallic mineral products,2022-10,61267.7
Manufacture of other transport equipment,2022-10,499.0
Manufacture of paper and paper products,2022-10,8646.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-10,4914.5
Manufacture of rubber and plastics products,2022-10,7998.2
Manufacture of textiles,2022-10,74954.6
Manufacture of tobacco products,2022-10,5002.3
Manufacture of wearing apparel,2022-10,23584.2
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-10,497.2
Manufacturing,2022-10,502501.1
Mining and quarrying,2022-10,2158102.5
Mining of coal and lignite,2022-10,984175.1
Mining of metal ores,2022-10,1016207.1
Mining support service activities,2022-10,18224.0
Other manufacturing,2022-10,29262.6
Other mining and quarrying,2022-10,16758.5
Printing and reproduction of recorded media,2022-10,4874.5
Processing and preserving of fruit and vegetables,2022-10,3496.6
Processing and preserving of meat,2022-10,28561.5
Remediation activities and other waste management services,2022-10,198.9
Total,2022-10,2807774.6
"Waste collection, treatment and disposal activities; materials recovery",2022-10,4085.2
"Water collection, treatment and supply",2022-10,12846.9
"Water supply; sewerage, waste management and remediation activities",2022-10,17131.0
"Electricity, gas, steam and air conditioning supply",2022-11,152466.1
"Electricity, gas, steam and air conditioning supply",2022-11,152466.1
Extraction of crude petroleum and natural gas,2022-11,121831.7
Manufacture of basic metals,2022-11,21628.3
Manufacture of beverages,2022-11,60963.5
Manufacture of chemicals and chemical products,2022-11,8446.2
Manufacture of coke and refined petroleum products,2022-11,22988.8
Manufacture of dairy products,2022-11,28975.7
"Manufacture of fabricated metal products, except machinery and equipment",2022-11,2341.8
Manufacture of food products,2022-11,139821.5
Manufacture of furniture,2022-11,1348.3
"Manufacture of grain mill products, starches and starch products",2022-11,35316.8
Manufacture of leather and related products,2022-11,4781.9
Manufacture of other food products,2022-11,38314.4
Manufacture of other non-metallic mineral products,2022-11,33511.6
Manufacture of other transport equipment,2022-11,470.7
Manufacture of paper and paper products,2022-11,7292.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2022-11,4785.7
Manufacture of rubber and plastics products,2022-11,8619.7
Manufacture of textiles,2022-11,39517.7
Manufacture of tobacco products,2022-11,7714.7
Manufacture of wearing apparel,2022-11,22679.7
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2022-11,730.1
Manufacturing,2022-11,410541.9
Mining and quarrying,2022-11,2044544.4
Mining of coal and lignite,2022-11,918173.1
Mining of metal ores,2022-11,975186.1
Mining support service activities,2022-11,12086.8
Other manufacturing,2022-11,16787.9
Other mining and quarrying,2022-11,17266.7
Printing and reproduction of recorded media,2022-11,6111.3
Processing and preserving of fruit and vegetables,2022-11,5636.3
Processing and preserving of meat,2022-11,31578.4
Remediation activities and other waste management services,2022-11,188.3
Total,2022-11,2624473.2
"Waste collection, treatment and disposal activities; materials recovery",2022-11,4620.3
"Water collection, treatment and supply",2022-11,12112.3
"Water supply; sewerage, waste management and remediation activities",2022-11,16920.8
"Electricity, gas, steam and air conditioning supply",2022-12,188884.4
"Electricity, gas, steam and air conditioning supply",2022-12,188884.4
Extraction of crude petroleum and natural gas,2022-12,111331.1
Manufacture of basic metals,2022-12,21099.1
Manufacture of beverages,2022-12,70966.7
Manufacture of chemicals and chemical products,2022-12,13404.0
Manufacture of coke and refined petroleum products,2022-12,24220.8
Manufacture of dairy products,2022-12,35347.8
"Manufacture of fabricated metal products, except machinery and equipment",2022-12,2083.2
Manufacture of food products,2022-12,191878.5
Manufacture of furniture,2022-12,1854.8
"Manufacture of grain mill products, starches and starch products",2022-12,37601.5
Manufacture of leather and related products,2022-12,5792.1
