огноо,ангилал,хэрэглээний_үнийн_индекс
2025-06,Тээвэр,138.0
2025-06,"Хүнсний бараа, ундаа, ус",184.7
2025-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.5
2025-06,"Бусад бараа, үйлчилгээ",183.7
2025-07,Боловсролын үйлчилгээ,154.0
2025-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",132.4
2025-07,"Согтууруулах ундаа, тамхи",129.7
2025-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",107.3
2025-07,Тээвэр,136.1
2025-07,"Хувцас, бөс бараа, гутал",152.3
2025-07,"Эм тариа, эмнэлгийн үйлчилгээ",152.0
2025-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",149.2
2025-07,"Орон сууц, ус, цахилгаан, түлш",163.8
2025-07,"Хүнсний бараа, ундаа, ус",184.7
2025-07,"Бусад бараа, үйлчилгээ",184.0
2025-07,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-07,"Зочид буудал, зоогийн газар, дотуур байр",188.3
2025-08,"Эм тариа, эмнэлгийн үйлчилгээ",153.6
2025-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",134.2
2025-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",150.0
2025-08,"Согтууруулах ундаа, тамхи",130.7
2025-08,"Хувцас, бөс бараа, гутал",153.1
2025-08,Тээвэр,138.1
2025-08,"Зочид буудал, зоогийн газар, дотуур байр",188.7
2025-08,"Хүнсний бараа, ундаа, ус",186.7
2025-08,Боловсролын үйлчилгээ,174.4
2025-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",107.4
2025-08,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-08,"Орон сууц, ус, цахилгаан, түлш",164.7
2025-08,"Бусад бараа, үйлчилгээ",185.6
2025-09,"Хүнсний бараа, ундаа, ус",186.0
2025-09,"Эм тариа, эмнэлгийн үйлчилгээ",154.7
2025-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",134.7
2025-09,Тээвэр,137.4
2025-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",109.4
2025-09,"Бусад бараа, үйлчилгээ",186.2
2025-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",152.1
2025-09,"Согтууруулах ундаа, тамхи",131.3
2025-09,Боловсролын үйлчилгээ,174.4
2025-09,"Орон сууц, ус, цахилгаан, түлш",165.5
2025-09,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-09,"Зочид буудал, зоогийн газар, дотуур байр",189.5
2025-09,"Хувцас, бөс бараа, гутал",154.3
2025-10,"Согтууруулах ундаа, тамхи",132.3
2025-10,Тээвэр,138.2
2025-10,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-10,"Хувцас, бөс бараа, гутал",155.6
2025-10,"Зочид буудал, зоогийн газар, дотуур байр",190.4
2025-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",109.3
2025-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",135.1
2025-10,"Эм тариа, эмнэлгийн үйлчилгээ",155.1
2025-10,"Бусад бараа, үйлчилгээ",187.6
2025-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",152.8
2025-10,Боловсролын үйлчилгээ,174.4
2025-10,"Хүнсний бараа, ундаа, ус",187.5
2025-10,"Орон сууц, ус, цахилгаан, түлш",167.0
2025-11,"Хувцас, бөс бараа, гутал",158.4
2025-11,Тээвэр,139.2
2025-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",153.3
2025-11,"Орон сууц, ус, цахилгаан, түлш",166.8
2025-11,"Бусад бараа, үйлчилгээ",189.9
2025-11,"Эм тариа, эмнэлгийн үйлчилгээ",155.5
2025-11,"Зочид буудал, зоогийн газар, дотуур байр",191.5
2025-11,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-11,"Хүнсний бараа, ундаа, ус",188.5
2025-11,"Согтууруулах ундаа, тамхи",132.9
2025-11,Боловсролын үйлчилгээ,174.4
2025-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",109.3
2025-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",137.5
2025-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",109.5
2025-12,"Зочид буудал, зоогийн газар, дотуур байр",192.0
2025-12,"Хүнсний бараа, ундаа, ус",191.8
2025-12,"Орон сууц, ус, цахилгаан, түлш",167.1
2025-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",153.7
2025-12,Боловсролын үйлчилгээ,174.4
2025-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",137.6
2025-12,"Бусад бараа, үйлчилгээ",191.5
2025-12,"Хувцас, бөс бараа, гутал",159.4
2025-12,"Эм тариа, эмнэлгийн үйлчилгээ",156.4
2025-12,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-12,"Согтууруулах ундаа, тамхи",134.9
2025-12,Тээвэр,138.4
2026-01,"Зочид буудал, зоогийн газар, дотуур байр",193.9
2026-01,"Орон сууц, ус, цахилгаан, түлш",166.7
2026-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",154.1
2026-01,"Хувцас, бөс бараа, гутал",159.9
2026-01,"Согтууруулах ундаа, тамхи",136.6
2026-01,Боловсролын үйлчилгээ,174.4
2026-01,"Эм тариа, эмнэлгийн үйлчилгээ",158.9
2026-01,Тээвэр,138.5
2026-01,"Хүнсний бараа, ундаа, ус",198.2
2026-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",137.8
2026-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",109.5
2026-01,"Бусад бараа, үйлчилгээ",192.0
2026-01,"Даатгал, санхүүгийн үйлчилгээ",177.5
2026-02,"Даатгал, санхүүгийн үйлчилгээ",177.5
2026-02,"Согтууруулах ундаа, тамхи",138.2
2026-02,"Орон сууц, ус, цахилгаан, түлш",165.1
2026-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",156.3
2026-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",138.4
2026-02,"Бусад бараа, үйлчилгээ",192.8
2026-02,"Зочид буудал, зоогийн газар, дотуур байр",198.0
2026-02,"Хүнсний бараа, ундаа, ус",201.6
2026-02,"Эм тариа, эмнэлгийн үйлчилгээ",159.1
2026-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",109.5
2026-02,Тээвэр,136.7
2026-02,Боловсролын үйлчилгээ,174.4
2026-02,"Хувцас, бөс бараа, гутал",160.2
2026-03,"Зочид буудал, зоогийн газар, дотуур байр",198.2
2026-03,"Хүнсний бараа, ундаа, ус",206.6
2026-03,"Даатгал, санхүүгийн үйлчилгээ",177.5
2026-03,"Бусад бараа, үйлчилгээ",193.5
2026-03,"Орон сууц, ус, цахилгаан, түлш",164.2
2026-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",157.7
2026-03,Боловсролын үйлчилгээ,174.4
2026-03,"Эм тариа, эмнэлгийн үйлчилгээ",159.6
2026-03,Тээвэр,140.5
2026-03,"Хувцас, бөс бараа, гутал",160.9
2026-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",138.6
2026-03,"Согтууруулах ундаа, тамхи",138.7
2026-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",109.5
