Statistical indicator,Division,Year,value
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2011,9912.7
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2010,11475.04
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2009,9315.03
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2008,9882.0
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2007,8660.74
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2006,8134.12
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2005,7744.49
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2004,7432.61
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2003,6660.28
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2002,6378.62
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2001,5138.32
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",2000,4062.63
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1999,3453.56
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1998,3488.26
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1997,3323.07
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1996,3107.88
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1995,3115.17
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1994,
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1993,
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1992,
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1991,
" GDP, at 2005 constant prices"," Arts, entertainment and recreation",1990,
" GDP, at 2005 constant prices", Other service activities,2025,
" GDP, at 2005 constant prices", Other service activities,2024,
" GDP, at 2005 constant prices", Other service activities,2023,
" GDP, at 2005 constant prices", Other service activities,2022,
" GDP, at 2005 constant prices", Other service activities,2021,
" GDP, at 2005 constant prices", Other service activities,2020,
" GDP, at 2005 constant prices", Other service activities,2019,
" GDP, at 2005 constant prices", Other service activities,2018,
" GDP, at 2005 constant prices", Other service activities,2017,
" GDP, at 2005 constant prices", Other service activities,2016,
" GDP, at 2005 constant prices", Other service activities,2015,
" GDP, at 2005 constant prices", Other service activities,2014,
" GDP, at 2005 constant prices", Other service activities,2013,26615.1
" GDP, at 2005 constant prices", Other service activities,2012,24118.3
" GDP, at 2005 constant prices", Other service activities,2011,20366.7
" GDP, at 2005 constant prices", Other service activities,2010,16719.55
" GDP, at 2005 constant prices", Other service activities,2009,18961.24
" GDP, at 2005 constant prices", Other service activities,2008,20118.52
" GDP, at 2005 constant prices", Other service activities,2007,17631.84
" GDP, at 2005 constant prices", Other service activities,2006,16560.1
" GDP, at 2005 constant prices", Other service activities,2005,15763.71
" GDP, at 2005 constant prices", Other service activities,2004,15129.27
" GDP, at 2005 constant prices", Other service activities,2003,13562.45
" GDP, at 2005 constant prices", Other service activities,2002,12987.44
" GDP, at 2005 constant prices", Other service activities,2001,10461.54
" GDP, at 2005 constant prices", Other service activities,2000,8275.61
" GDP, at 2005 constant prices", Other service activities,1999,7033.87
" GDP, at 2005 constant prices", Other service activities,1998,7104.52
" GDP, at 2005 constant prices", Other service activities,1997,6769.78
" GDP, at 2005 constant prices", Other service activities,1996,6329.65
" GDP, at 2005 constant prices", Other service activities,1995,6344.64
" GDP, at 2005 constant prices", Other service activities,1994,
" GDP, at 2005 constant prices", Other service activities,1993,
" GDP, at 2005 constant prices", Other service activities,1992,
" GDP, at 2005 constant prices", Other service activities,1991,
" GDP, at 2005 constant prices", Other service activities,1990,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2025,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2024,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2023,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2022,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2021,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2020,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2019,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2018,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2017,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2016,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2015,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2014,
" GDP, at 2005 constant prices", Taxes less subsidies on products,2013,921751.4
" GDP, at 2005 constant prices", Taxes less subsidies on products,2012,902712.9
" GDP, at 2005 constant prices", Taxes less subsidies on products,2011,900151.5
" GDP, at 2005 constant prices", Taxes less subsidies on products,2010,569929.42
" GDP, at 2005 constant prices", Taxes less subsidies on products,2009,393954.08
" GDP, at 2005 constant prices", Taxes less subsidies on products,2008,480154.22
" GDP, at 2005 constant prices", Taxes less subsidies on products,2007,409529.34
" GDP, at 2005 constant prices", Taxes less subsidies on products,2006,383359.95
" GDP, at 2005 constant prices", Taxes less subsidies on products,2005,311737.91
" GDP, at 2005 constant prices", Taxes less subsidies on products,2004,308187.41
" GDP, at 2005 constant prices", Taxes less subsidies on products,2003,268301.76
" GDP, at 2005 constant prices", Taxes less subsidies on products,2002,254052.11
" GDP, at 2005 constant prices", Taxes less subsidies on products,2001,228423.39
" GDP, at 2005 constant prices", Taxes less subsidies on products,2000,177798.27
" GDP, at 2005 constant prices", Taxes less subsidies on products,1999,114581.95
" GDP, at 2005 constant prices", Taxes less subsidies on products,1998,89616.92
" GDP, at 2005 constant prices", Taxes less subsidies on products,1997,72332.78
" GDP, at 2005 constant prices", Taxes less subsidies on products,1996,47474.16
" GDP, at 2005 constant prices", Taxes less subsidies on products,1995,39125.57
" GDP, at 2005 constant prices", Taxes less subsidies on products,1994,13519.55
" GDP, at 2005 constant prices", Taxes less subsidies on products,1993,5914.31
" GDP, at 2005 constant prices", Taxes less subsidies on products,1992,1555.99
" GDP, at 2005 constant prices", Taxes less subsidies on products,1991,611.87
" GDP, at 2005 constant prices", Taxes less subsidies on products,1990,159.89
" GDP, at 2010 constant prices",Total,2025,
" GDP, at 2010 constant prices",Total,2024,
" GDP, at 2010 constant prices",Total,2023,
" GDP, at 2010 constant prices",Total,2022,
" GDP, at 2010 constant prices",Total,2021,
" GDP, at 2010 constant prices",Total,2020,18034014.54
" GDP, at 2010 constant prices",Total,2019,19050461.84
" GDP, at 2010 constant prices",Total,2018,18115852.2
" GDP, at 2010 constant prices",Total,2017,16891768.3
" GDP, at 2010 constant prices",Total,2016,16035924.9
" GDP, at 2010 constant prices",Total,2015,15850726.1
" GDP, at 2010 constant prices",Total,2014,15482273.4
" GDP, at 2010 constant prices",Total,2013,14350689.2
" GDP, at 2010 constant prices",Total,2012,12853406.64
" GDP, at 2010 constant prices",Total,2011,11443578.41
" GDP, at 2010 constant prices",Total,2010,9756588.44
" GDP, at 2010 constant prices",Total,2009,
" GDP, at 2010 constant prices",Total,2008,
" GDP, at 2010 constant prices",Total,2007,
" GDP, at 2010 constant prices",Total,2006,
" GDP, at 2010 constant prices",Total,2005,
" GDP, at 2010 constant prices",Total,2004,
" GDP, at 2010 constant prices",Total,2003,
" GDP, at 2010 constant prices",Total,2002,
" GDP, at 2010 constant prices",Total,2001,
" GDP, at 2010 constant prices",Total,2000,
" GDP, at 2010 constant prices",Total,1999,
" GDP, at 2010 constant prices",Total,1998,
" GDP, at 2010 constant prices",Total,1997,
" GDP, at 2010 constant prices",Total,1996,
" GDP, at 2010 constant prices",Total,1995,
" GDP, at 2010 constant prices",Total,1994,
" GDP, at 2010 constant prices",Total,1993,
" GDP, at 2010 constant prices",Total,1992,
" GDP, at 2010 constant prices",Total,1991,
" GDP, at 2010 constant prices",Total,1990,
" GDP, at 2010 constant prices"," Agriculture, forestry, fishing and hunting",2025,
" GDP, at 2010 constant prices"," Agriculture, forestry, fishing and hunting",2024,
" GDP, at 2010 constant prices"," Agriculture, forestry, fishing and hunting",2023,
" GDP, at 2010 constant prices"," Agriculture, forestry, fishing and hunting",2022,
" GDP, at 2010 constant prices"," Agriculture, forestry, fishing and hunting",2021,
" GDP, at 2010 constant prices"," Agriculture, forestry, fishing and hunting",2020,2694507.15
