id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Эхлэл,Төгсгөл,Замын ангилал,Нэр
88000,,,Polygon,106.967772,47.916412,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88001,,,Polygon,106.962903,47.91682,Авто зам,,,Явган зам,189 | Энхтайваны өргөн чөлөө
88002,,,Polygon,106.96207,47.916887,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88003,,,Polygon,106.961675,47.916922,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88004,,,Polygon,106.961219,47.916957,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88005,,,Polygon,106.959994,47.917064,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88006,,,Polygon,106.957112,47.917316,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88007,,,Polygon,106.864839,47.919238,Авто зам,,,,
88008,,,Polygon,106.955656,47.917442,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88009,,,Polygon,106.953778,47.917604,Авто зам,,,Явган зам,189 | Энхтайваны өргөн чөлөө
88010,,,Polygon,106.958348,47.917211,Авто зам,,,Явган зам,Энхтайваны өргөн чөлөө | 189
88011,,,Polygon,106.970845,47.915721,Авто зам,,,Явган зам,189
88012,,,Polygon,106.943676,47.923104,Авто зам,,,Хороолол доторх зам,
88013,,,Polygon,106.943537,47.924052,Авто зам,,,Хороолол доторх зам,
88014,,,Polygon,106.943023,47.925339,Авто зам,,,Хороолол доторх зам,
88015,,,Polygon,107.004494,47.913467,Авто зам,,,Туслах зам,
88016,,,Polygon,106.943181,47.925923,Авто зам,,,Хороолол доторх зам,
88017,,,Polygon,106.946298,47.924122,Авто зам,,,Хороолол доторх зам,
88018,,,Polygon,106.94499,47.924901,Авто зам,,,Хороолол доторх зам,
88019,,,Polygon,106.942814,47.922706,Авто зам,,,Хороолол доторх зам,
88020,,,Polygon,106.94516,47.921911,Авто зам,,,Хороолол доторх зам,
88021,,,Polygon,106.944074,47.920924,Авто зам,,,Хороолол доторх зам,
88022,,,Polygon,106.942422,47.92304,Авто зам,,,Хороолол доторх зам,
88023,,,Polygon,106.943624,47.920373,Авто зам,,,Хороолол доторх зам,
88024,,,Polygon,107.02681,47.910998,Авто зам,Гачууртын замаас Улиастайн голын баруун эрэг дагуух авто зам,,Туслах зам,Улиастайн гудамж
88025,,,Polygon,106.858611,47.929064,Авто зам,БГД 9-р хороо гэр хороолол дунд,,Явган зам,
88026,,,Polygon,106.944514,47.927374,Авто зам,Б.Доржийн гудамжнаас,Гэр хороолол,Туслах зам,188
88027,,,Polygon,106.947739,47.925191,Авто зам,,,Хороолол доторх зам,
88028,,,Polygon,106.989716,47.912573,Авто зам,Чулуун овооны тойрогоос,Ботаникийн эцэс хүртэл,Гол зам,188 | Цагдаагийн академийн өргөн чөлөө
88029,,,Polygon,106.941624,47.913832,Авто зам,,,Хороолол доторх зам,188
88030,,,Polygon,106.936675,47.91288,Авто зам,,,Туслах зам,
88031,,,Polygon,106.934865,47.913718,Авто зам,,,Хороолол доторх зам,188
88032,,,Polygon,106.935746,47.913012,Авто зам,,,Хороолол доторх зам,
88033,,,Polygon,106.932248,47.913457,Авто зам,,,Хороолол доторх зам,188
88034,,,Polygon,106.948011,47.922311,Авто зам,,,Хороолол доторх зам,
88035,,,Polygon,106.942544,47.918512,Авто зам,,,Туслах зам,
88036,,,Polygon,106.933868,47.91556,Авто зам,,,Хороолол доторх зам,188
88037,,,Polygon,106.931705,47.917828,Авто зам,,,Хороолол доторх зам,188
88038,,,Polygon,106.930853,47.91721,Авто зам,,,Хороолол доторх зам,188
88039,,,Polygon,106.932203,47.916604,Авто зам,,,Хороолол доторх зам,188
88040,,,Polygon,106.934168,47.913264,Авто зам,,,,
88041,,,Polygon,106.947713,47.922583,Авто зам,,,Хороолол доторх зам,
88042,,,Polygon,106.933839,47.914233,Авто зам,,,Хороолол доторх зам,188
88043,,,Polygon,106.933675,47.918034,Авто зам,,,Хороолол доторх зам,
88044,,,Polygon,106.93544,47.914406,Авто зам,,,Хороолол доторх зам,188
88045,,,Polygon,106.943059,47.916524,Авто зам,,,Хороолол доторх зам,188
88046,,,Polygon,106.943282,47.915699,Авто зам,,,Хороолол доторх зам,
88047,,,Polygon,106.942255,47.915424,Авто зам,,,Хороолол доторх зам,188
88048,,,Polygon,107.030365,47.90192,Авто зам,,,Явган зам,Гачууртын зам
88049,,,Polygon,106.941688,47.915644,Авто зам,,,Туслах зам,188
88050,,,Polygon,106.937129,47.913784,Авто зам,,,Хороолол доторх зам,188
88051,,,Polygon,106.938258,47.915152,Авто зам,,,Хороолол доторх зам,188
88052,,,Polygon,106.936898,47.915489,Авто зам,,,Хороолол доторх зам,188
88053,,,Polygon,106.938515,47.915753,Авто зам,,,Хороолол доторх зам,188
88054,,,Polygon,106.944229,47.917953,Авто зам,,,Хороолол доторх зам,
88055,,,Polygon,106.949911,47.917296,Авто зам,,,Туслах зам,
88056,,,Polygon,106.948279,47.916963,Авто зам,,,,
88057,,,Polygon,106.957942,47.916391,Авто зам,,,Туслах зам,
88058,,,Polygon,106.965825,47.91537,Авто зам,,,Хороолол доторх зам,
88059,,,Polygon,106.964567,47.915814,Авто зам,,,Туслах зам,
88060,,,Polygon,106.97017,47.915665,Авто зам,,,Хороолол доторх зам,
88061,,,Polygon,106.974059,47.9123,Авто зам,,,Хороолол доторх зам,
88062,,,Polygon,106.972525,47.913767,Авто зам,,,Хороолол доторх зам,
88063,,,Polygon,106.971472,47.914844,Авто зам,,,Хороолол доторх зам,
88064,,,Polygon,106.975475,47.911827,Авто зам,,,Хороолол доторх зам,
88065,,,Polygon,106.927172,47.901066,Авто зам,Их монгол улсын гудамж,Орчлон сургууль,Хороолол доторх зам,188
88066,,,Polygon,106.947115,47.912794,Авто зам,Халдварт өвчин судлалын үндэсний төвийн урд авто зам,,,
88067,,,Polygon,106.947705,47.913916,Авто зам,,,,
88068,,,Polygon,106.951444,47.920087,Авто зам,,,Хороолол доторх зам,
88069,,,Polygon,106.952415,47.919525,Авто зам,Энхтайваны өргөн чөлөөнөөс,Хилчдийн гудамж хүртэл,Туслах зам,188 | Ж.Лхагвасүрэнгийн гудамж
88070,,,Polygon,106.951331,47.922326,Авто зам,Лхагвасүрэнгийн гудамжнаас Б.Доржийн гудамж хүртэл,Б.Доржийн гудамж,Туслах зам,188 | Хилчдийн гудамж
88071,,,Polygon,106.946223,47.920956,Авто зам,,,Хороолол доторх зам,
88072,,,Polygon,106.948734,47.923353,Авто зам,,,Хороолол доторх зам,
88073,,,Polygon,106.951587,47.921189,Авто зам,,,Хороолол доторх зам,
88074,,,Polygon,106.953199,47.922799,Авто зам,,,Хороолол доторх зам,
88075,,,Polygon,106.954777,47.918215,Авто зам,,,Хороолол доторх зам,
88076,,,Polygon,106.956876,47.917613,Авто зам,,,Хороолол доторх зам,
88077,,,Polygon,106.958499,47.91811,Авто зам,,,Хороолол доторх зам,
88078,,,Polygon,106.971308,47.918865,Авто зам,,,Хороолол доторх зам,
88079,,,Polygon,106.970529,47.917865,Авто зам,,,Хороолол доторх зам,
88080,,,Polygon,106.94844,47.919089,Авто зам,,,,
88081,,,MultiPolygon,106.946467,47.923265,Авто зам,,,Хороолол доторх зам,
88082,,,Polygon,107.443168,47.732011,Авто зам,Налайх-Агуйтын хөтөл чиглэлийн авто замаас,"Тоньюукукийн гэрэлт хөшөө, дурсгалын цогцолбор хүртэл",Туслах зам,188
88083,,,Polygon,106.786012,47.896031,Авто зам,Товчооны гудамжнаас,Яармагийн гүүр хүртэл,Гол зам,188 | Сонсголонгийн зам
88084,,,Polygon,106.907188,47.902753,Авто зам,,,Хороолол доторх зам,188
88085,,,Polygon,106.970088,47.918984,Авто зам,,,Туслах зам,
88086,,,Polygon,106.973055,47.91822,Авто зам,,,Хороолол доторх зам,
88087,,,MultiPolygon,106.950168,47.918764,Авто зам,,,,
88088,,,Polygon,106.949232,47.919962,Авто зам,,,Хороолол доторх зам,
88089,,,Polygon,106.950861,47.919682,Авто зам,,,Хороолол доторх зам,
88090,,,Polygon,106.944499,47.919228,Авто зам,,,Хороолол доторх зам,
88091,,,Polygon,106.94809,47.922689,Авто зам,,,Хороолол доторх зам,
88092,,,Polygon,106.953032,47.919098,Авто зам,,,Туслах зам,188
88093,,,Polygon,106.955907,47.92053,Авто зам,Кино үйлдвэрийн замаас Лхагвасүрэнгийн гудамж хүртэл,,,
88094,,,MultiPolygon,106.960608,47.917801,Авто зам,,,Хороолол доторх зам,
88095,,,Polygon,106.968759,47.916442,Авто зам,,,Туслах зам,
88096,,,MultiPolygon,106.968505,47.918001,Авто зам,,,Хороолол доторх зам,
88097,,,Polygon,106.952842,47.924173,Авто зам,,,Хороолол доторх зам,
88098,,,Polygon,106.97375,47.919914,Авто зам,Эскадрилын хөшөөнөөс хойш,Цайз захын урд талын замын уулзвар хүртэл,Туслах зам,188 | Дандарбаатарын гудамж
88099,,,Polygon,106.98643,47.926739,Авто зам,Цайз захын баруун урд талын уулзвараас зүүн тийш,"Техникийн захын баруун урд уулзвараас хойш эргэн, шинээр тавьсан замын төгсгөл хүртэл",Гол зам,188 | Да хүрээ гудамж
88100,,,Polygon,106.980203,47.916968,Авто зам,Эскадрилын хөшөөнөөс,Д.Нянтайсүрэнгийн гудамж,Гол зам,188 | Улаанхуарангийн гудамж
88101,,,Polygon,106.996573,47.919526,Авто зам,,,Хороолол доторх зам,
88102,,,Polygon,106.999973,47.913708,Авто зам,,,Явган зам,189
88103,,,Polygon,106.991201,47.915985,Авто зам,,,Хороолол доторх зам,
88104,,,Polygon,106.991484,47.925482,Авто зам,,,Хороолол доторх зам,
88105,,,Polygon,106.991085,47.92324,Авто зам,,,Хороолол доторх зам,
88106,,,Polygon,106.978268,47.915643,Авто зам,,,Хороолол доторх зам,
88107,,,Polygon,106.984482,47.92045,Авто зам,16-р хорооллын дотохи,,Хороолол доторх зам,188
88108,,,Polygon,106.982931,47.922902,Авто зам,,,Хороолол доторх зам,
88109,,,Polygon,106.975041,47.919196,Авто зам,,,Хороолол доторх зам,
88110,,,Polygon,106.974248,47.918183,Авто зам,,,Хороолол доторх зам,
88111,,,Polygon,106.977804,47.914145,Авто зам,,,Туслах зам,
88112,,,Polygon,106.983462,47.914171,Авто зам,,,Хороолол доторх зам,
88113,,,Polygon,106.981074,47.913263,Авто зам,,,Туслах зам,
88114,,,Polygon,106.991457,47.914083,Авто зам,,,Туслах зам,
88115,,,Polygon,106.992835,47.913488,Авто зам,,,Хороолол доторх зам,
